Time,000000,000001,000010,000011,000100,000101,000110,000111,001000,001001,001010,001011,001100,001101,001110,001111,010000,010001,010010,010011,010100,010101,010110,010111,011000,011001,011010,011011,011100,011101,011110,011111,100000,100001,100010,100011,100100,100101,100110,100111,101000,101001,101010,101011,101100,101101,101110,101111,110000,110001,110010,110011,110100,110101,110110,110111,111000,111001,111010,111011,111100,111101,111110,111111
4.5,0.00390625,0.0234375,0.0029296875,0.0029296875,0.0029296875,0.0048828125,0.0029296875,0.0771484375,0.0107421875,0.16015625,0.0361328125,0.00390625,0.0048828125,0.001953125,0.533203125,0.00390625,0.009765625,0.001953125,0.0,0.0009765625,0.0,0.0,0.0,0.0009765625,0.0029296875,0.0771484375,0.0,0.0009765625,0.0,0.0,0.001953125,0.0,0.0009765625,0.0009765625,0.001953125,0.0,0.001953125,0.001953125,0.0009765625,0.0,0.0,0.0,0.0009765625,0.001953125,0.0009765625,0.0029296875,0.0009765625,0.0048828125,0.001953125,0.0029296875,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0087890625,0.0009765625,0.017578125,0.0087890625,0.021484375,0.009765625,0.01171875,0.0595703125,0.0048828125,0.443359375,0.146484375,0.0048828125,0.0009765625,0.005859375,0.169921875,0.0,0.0029296875,0.00390625,0.0,0.0,0.0009765625,0.0087890625,0.0,0.0078125,0.005859375,0.0087890625,0.0,0.0029296875,0.0,0.0029296875,0.0068359375,0.001953125,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0029296875,0.001953125,0.0,0.0009765625,0.0,0.001953125,0.001953125,0.00390625,0.0,0.0,0.0,0.0029296875,0.0048828125,0.001953125,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.5,0.0078125,0.037109375,0.0068359375,0.0107421875,0.017578125,0.0048828125,0.00390625,0.0390625,0.1044921875,0.1962890625,0.3681640625,0.0146484375,0.0029296875,0.005859375,0.0146484375,0.0009765625,0.015625,0.0078125,0.0,0.0,0.0,0.009765625,0.0,0.0087890625,0.0,0.1064453125,0.0009765625,0.0009765625,0.0,0.0,0.0009765625,0.0,0.0009765625,0.001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001953125,0.0,0.0009765625,0.001953125,0.0009765625,0.0029296875,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.001953125,0.0458984375,0.0029296875,0.0009765625,0.0,0.001953125,0.0009765625,0.01171875,0.3076171875,0.0029296875,0.11328125,0.025390625,0.0078125,0.029296875,0.173828125,0.0068359375,0.017578125,0.0009765625,0.0,0.0009765625,0.0009765625,0.0009765625,0.0,0.0029296875,0.0,0.169921875,0.0,0.0048828125,0.0,0.0029296875,0.0283203125,0.0,0.0,0.0,0.0,0.0,0.0087890625,0.0,0.0009765625,0.0,0.0,0.0,0.0,0.0068359375,0.0,0.0029296875,0.00390625,0.005859375,0.0009765625,0.005859375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.5,0.0087890625,0.0029296875,0.009765625,0.005859375,0.015625,0.005859375,0.0048828125,0.0234375,0.24609375,0.1181640625,0.1591796875,0.0146484375,0.0078125,0.0205078125,0.1328125,0.00390625,0.0205078125,0.0009765625,0.0009765625,0.0048828125,0.00390625,0.015625,0.0029296875,0.013671875,0.001953125,0.0693359375,0.0009765625,0.0087890625,0.0009765625,0.0029296875,0.0068359375,0.0,0.0,0.0009765625,0.0009765625,0.0,0.009765625,0.0009765625,0.0,0.0,0.0029296875,0.0009765625,0.0,0.0068359375,0.001953125,0.0009765625,0.01171875,0.0146484375,0.001953125,0.005859375,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0078125,0.0078125,0.00390625,0.00390625,0.0283203125,0.0068359375,0.0029296875,0.125,0.0302734375,0.09765625,0.4990234375,0.02734375,0.0068359375,0.0,0.0078125,0.0029296875,0.01171875,0.0029296875,0.0,0.0029296875,0.0,0.0400390625,0.0,0.025390625,0.0126953125,0.0048828125,0.0,0.015625,0.0,0.0029296875,0.0009765625,0.001953125,0.0,0.0009765625,0.001953125,0.0009765625,0.00390625,0.0,0.0009765625,0.001953125,0.0009765625,0.0009765625,0.0009765625,0.0,0.0,0.0,0.0009765625,0.0048828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.001953125,0.017578125,0.0009765625,0.0,0.0068359375,0.0029296875,0.0009765625,0.15234375,0.08203125,0.0146484375,0.29296875,0.029296875,0.0,0.0068359375,0.24609375,0.0009765625,0.0263671875,0.001953125,0.0,0.0029296875,0.0029296875,0.01953125,0.0,0.0029296875,0.0068359375,0.0224609375,0.0,0.00390625,0.0,0.0029296875,0.01171875,0.001953125,0.0,0.0,0.0,0.0,0.001953125,0.0009765625,0.0029296875,0.001953125,0.001953125,0.001953125,0.0,0.009765625,0.0009765625,0.005859375,0.0029296875,0.0009765625,0.001953125,0.001953125,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0009765625,0.0078125,0.0048828125,0.0009765625,0.0048828125,0.001953125,0.0068359375,0.0654296875,0.2080078125,0.1123046875,0.01171875,0.00390625,0.0146484375,0.0029296875,0.3662109375,0.013671875,0.001953125,0.0,0.0,0.001953125,0.001953125,0.0029296875,0.0,0.0048828125,0.0048828125,0.0478515625,0.0,0.0009765625,0.0,0.001953125,0.0068359375,0.001953125,0.0009765625,0.001953125,0.0009765625,0.0029296875,0.013671875,0.0009765625,0.0009765625,0.0,0.0009765625,0.001953125,0.00390625,0.0087890625,0.0009765625,0.01171875,0.009765625,0.01171875,0.0107421875,0.01171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0009765625,0.00390625,0.0048828125,0.001953125,0.0048828125,0.001953125,0.0126953125,0.0380859375,0.2451171875,0.22265625,0.2275390625,0.0166015625,0.001953125,0.001953125,0.080078125,0.00390625,0.0166015625,0.0,0.0009765625,0.001953125,0.0,0.001953125,0.0009765625,0.001953125,0.0,0.064453125,0.0,0.0,0.0,0.001953125,0.0,0.0009765625,0.0,0.0009765625,0.0,0.0,0.0078125,0.0009765625,0.0,0.001953125,0.0,0.0009765625,0.0009765625,0.0,0.0009765625,0.0009765625,0.0087890625,0.009765625,0.0009765625,0.0029296875,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0234375,0.00390625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.03125,0.203125,0.255859375,0.24609375,0.0087890625,0.0,0.0068359375,0.076171875,0.0009765625,0.005859375,0.0,0.0,0.0009765625,0.0,0.0009765625,0.001953125,0.0009765625,0.0009765625,0.1142578125,0.001953125,0.0,0.0,0.0009765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0009765625,0.0,0.0009765625,0.0,0.0,0.0,0.0,0.0009765625,0.0,0.001953125,0.0009765625,0.0009765625,0.001953125,0.001953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.5,0.001953125,0.0400390625,0.0029296875,0.0,0.0107421875,0.0009765625,0.0009765625,0.0439453125,0.1767578125,0.1298828125,0.0322265625,0.0087890625,0.0029296875,0.0078125,0.2783203125,0.0048828125,0.0146484375,0.00390625,0.0,0.001953125,0.001953125,0.0009765625,0.0,0.0009765625,0.001953125,0.154296875,0.0009765625,0.001953125,0.0,0.001953125,0.0009765625,0.0009765625,0.0029296875,0.0009765625,0.001953125,0.0009765625,0.0068359375,0.0,0.0,0.0009765625,0.0029296875,0.001953125,0.001953125,0.0126953125,0.0009765625,0.01171875,0.0078125,0.0068359375,0.0048828125,0.0029296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P-max,0.0087890625,0.0458984375,0.017578125,0.0107421875,0.0283203125,0.009765625,0.0126953125,0.15234375,0.3076171875,1.0,0.4990234375,0.03125,0.0146484375,0.0400390625,0.533203125,0.013671875,0.0283203125,0.0078125,0.0009765625,0.0048828125,0.0048828125,0.0400390625,0.0029296875,0.0390625,0.01953125,0.2822265625,0.00390625,0.0185546875,0.0009765625,0.005859375,0.0322265625,0.001953125,0.0029296875,0.001953125,0.0029296875,0.0029296875,0.013671875,0.0029296875,0.0029296875,0.001953125,0.0029296875,0.001953125,0.00390625,0.0126953125,0.001953125,0.01171875,0.01171875,0.0146484375,0.0107421875,0.01171875,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P-avg,0.002685546875,0.012548828125,0.003515625,0.002880859375,0.008349609375,0.002880859375,0.003955078125,0.047705078125,0.111962890625,0.248681640625,0.170556640625,0.012890625,0.00380859375,0.00927734375,0.166845703125,0.00341796875,0.0107421875,0.0021484375,0.000146484375,0.001318359375,0.001416015625,0.010595703125,0.000439453125,0.0087890625,0.00390625,0.102197265625,0.000439453125,0.003955078125,0.0001953125,0.00166015625,0.00771484375,0.00068359375,0.000390625,0.00078125,0.000830078125,0.000439453125,0.0041015625,0.0005859375,0.00048828125,0.0005859375,0.00078125,0.00078125,0.00078125,0.003076171875,0.000439453125,0.0025390625,0.00400390625,0.00537109375,0.002294921875,0.0025390625,0.00087890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
