,Time,000,001,010,011,100,101,110,111
0,0.0,0.010009765625,0.0,0.0,0.0,0.974365234375,0.00244140625,0.01318359375,0.0
1,0.5,0.17236328125,0.059814453125,0.02294921875,0.204345703125,0.36279296875,0.041748046875,0.043212890625,0.0927734375
2,1.0,0.24658203125,0.216796875,0.046875,0.097900390625,0.1064453125,0.146728515625,0.114990234375,0.023681640625
3,1.5,0.126708984375,0.2734375,0.244140625,0.062255859375,0.048583984375,0.08740234375,0.107177734375,0.05029296875
4,2.0,0.03076171875,0.06103515625,0.26171875,0.11865234375,0.064208984375,0.137451171875,0.091796875,0.234375
5,2.5,0.0390625,0.028076171875,0.13427734375,0.0986328125,0.19580078125,0.2119140625,0.0458984375,0.246337890625
6,3.0,0.101318359375,0.02685546875,0.04736328125,0.114013671875,0.0810546875,0.129150390625,0.039306640625,0.4609375
7,3.5,0.12744140625,0.16015625,0.204345703125,0.152587890625,0.0234375,0.086669921875,0.039794921875,0.20556640625
8,4.0,0.057861328125,0.35107421875,0.205078125,0.12744140625,0.03955078125,0.05615234375,0.030517578125,0.13232421875
9,4.5,0.277587890625,0.218017578125,0.05322265625,0.088623046875,0.104248046875,0.06103515625,0.11865234375,0.07861328125
10,5.0,0.317626953125,0.06689453125,0.041015625,0.154052734375,0.249755859375,0.064208984375,0.06201171875,0.04443359375
11,5.5,0.04248046875,0.052978515625,0.04638671875,0.03271484375,0.5166015625,0.087890625,0.122802734375,0.09814453125
12,P-max,0.317626953125,0.35107421875,0.26171875,0.204345703125,0.974365234375,0.2119140625,0.122802734375,0.4609375
13,P-avg,0.129150390625,0.12626139322916666,0.10894775390625,0.10426839192708333,0.23057047526041666,0.09273274739583333,0.06911214192708333,0.13895670572916666
