,Time,000,001,010,011,100,101,110,111
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,0.5,0.17578125,0.0498046875,0.001953125,0.1494140625,0.6044921875,0.0185546875,0.0,0.0
2,1.0,0.2255859375,0.353515625,0.064453125,0.1279296875,0.111328125,0.0908203125,0.017578125,0.0087890625
3,1.5,0.046875,0.47265625,0.2490234375,0.0,0.001953125,0.0712890625,0.087890625,0.0703125
4,2.0,0.0009765625,0.0966796875,0.3681640625,0.111328125,0.0234375,0.0,0.123046875,0.2763671875
5,2.5,0.001953125,0.009765625,0.0986328125,0.0458984375,0.083984375,0.12890625,0.0634765625,0.5673828125
6,3.0,0.068359375,0.0,0.029296875,0.0390625,0.0546875,0.1728515625,0.005859375,0.6298828125
7,3.5,0.0615234375,0.1728515625,0.203125,0.1044921875,0.0009765625,0.0625,0.009765625,0.384765625
8,4.0,0.029296875,0.5400390625,0.16796875,0.0009765625,0.0263671875,0.0078125,0.0439453125,0.18359375
9,4.5,0.3193359375,0.3974609375,0.0341796875,0.1298828125,0.01171875,0.0048828125,0.0439453125,0.05859375
10,5.0,0.328125,0.0546875,0.009765625,0.1171875,0.37109375,0.0224609375,0.0703125,0.0263671875
11,5.5,0.0498046875,0.001953125,0.0205078125,0.005859375,0.8095703125,0.0009765625,0.0908203125,0.0205078125
12,P-max,0.328125,0.5400390625,0.3681640625,0.1494140625,1.0,0.1728515625,0.123046875,0.6298828125
13,P-avg,0.10896809895833333,0.17911783854166666,0.10392252604166667,0.0693359375,0.25830078125,0.048421223958333336,0.04638671875,0.185546875
